No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
724	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	e.4 Swift	U					30					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
725	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	f. Ejecución / Pago (Por adelanto)	U	0.0025			120						Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
726	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	f.3 Portes	U					12					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
727	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	f.4 Swift	U					30					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
728	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	a.1. Aviso	U					120					Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
729	Santander	Banco Santander	3.2 Stand By Recibidas	a. Comisión de Aviso	U				35						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
730	Santander	Banco Santander	3.2 Stand By Recibidas	b. Comisión de Modificación	E				35						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
731	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	a. Aviso	U				93						$ 70 + Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
732	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	b.1. Confirmación	U	0.002			70						Cobro por Trimestre o Fracción. Se cobra desde la fecha de confirmación hasta la fecha de vencimiento.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
733	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	b.2. Mensaje Swift + Portes	U				33						Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
734	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	c.1. Utilización	E	0.0025			70						Se cobra sobre el monto ejecutado	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
735	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	c.2. Mensaje Swift + Portes	U				33						Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
736	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	d. Discrepancia	E				88						$ 55 + Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
737	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	e. Por abonos del exterior	E				43						Se cobra a la recepción del pago del exterior. $30 + $11 portes	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
738	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	f. Modificación	E				83						$ 50 + Mensaje Swift $ 22 + Portes $ 11 (En caso de Modificación de cartas confirmadas por incremento: Adicionalmente se cobra la Comisión de Confirmación sobre el incremento. En caso de Modificación de cartas confirmadas Por Prórroga: Adicionalmente se c	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
739	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	g. Descargo	E				83						$ 50 + Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
740	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	h. Anulación - Exportaciones	E				83						$ 50 + Mensaje Swift $ 22 + Portes $ 11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
741	BBVA	BBVA Banco Continental	3.2 Stand By Recibidas	i. Servicio de envío de documentos al exterior	E				48.33						Promedio (USA $ 35 / América Latina y Europa $ 45 / Asia $ 65)	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_stand_by_recibidos_a_favor_clientes_tcm1105-430211.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
749	Interbank	Interbank	3.2 Stand By Recibidas	a. Comisión de aviso	U					100					Al ingreso.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
750	Interbank	Interbank	3.2 Stand By Recibidas	a.1 Comisión de gestión de Swift	U				25						Al ingreso.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
751	Interbank	Interbank	3.2 Stand By Recibidas	a.2 Comisión de gestión de Portes	U				10						Al ingreso.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
752	Interbank	Interbank	3.2 Stand By Recibidas	b. Comisión de confirmación por trimestre o fracción	E	0.0025			100						Al ingreso. Se cobra sobre el monto de la operación	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
753	Interbank	Interbank	3.2 Stand By Recibidas	b.1 Comisión de gestión de Swift	U				25						Al ingreso. Se cobra sobre el monto de la operación	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
754	Interbank	Interbank	3.2 Stand By Recibidas	b.2 Comisión de gestión de Portes	U				10						Al ingreso. Se cobra sobre el monto de la operación	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
755	Interbank	Interbank	3.2 Stand By Recibidas	c. Comisión por incremento (aplicar tasa sobre el exceso)	E	0.0025			100						-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
756	Interbank	Interbank	3.2 Stand By Recibidas	c.1 Comisión de gestión de Swift	U				25						-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
757	Interbank	Interbank	3.2 Stand By Recibidas	c.2 Comisión de gestión de Portes	U				10						-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
758	Interbank	Interbank	3.2 Stand By Recibidas	d. Comisión de prórroga (fuera del período inicial)	E	0.0025			100						En el caso que la carta de crédito sea confirmada. Se cobra por trimestre o fracción.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
759	Interbank	Interbank	3.2 Stand By Recibidas	d.1 Comisión de gestión de Swift	U				25						En el caso que la carta de crédito sea confirmada.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
760	Interbank	Interbank	3.2 Stand By Recibidas	d.2 Comisión de gestión de Portes	U				10						En el caso que la carta de crédito sea confirmada.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
761	Interbank	Interbank	3.2 Stand By Recibidas	e. Modificación	E					60					A la llegada  de la  modificación.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
762	Interbank	Interbank	3.2 Stand By Recibidas	e.1 Comisión de gestión de Swift	U				25						A la llegada  de la  modificación.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
763	Interbank	Interbank	3.2 Stand By Recibidas	e.2 Comisión de gestión de Portes	U				10						A la llegada  de la  modificación.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
764	Interbank	Interbank	3.2 Stand By Recibidas	f. Comisión por anulación o descargo	E					60					Al momento de la anulación o descargo.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
765	Interbank	Interbank	3.2 Stand By Recibidas	f.1 Comisión de gestión de Swift	U				25						Al momento de la anulación o descargo.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
766	Interbank	Interbank	3.2 Stand By Recibidas	f.2 Comisión de gestión de Portes	U				10						Al momento de la anulación o descargo.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
767	Interbank	Interbank	3.2 Stand By Recibidas	g. Comisión de ejecución o pago	U	0.005			150						A la ejecución. Sobre el monto a ser ejecutado	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
768	Interbank	Interbank	3.2 Stand By Recibidas	g.1 Comisión de gestión  de Swift	U					25					A la ejecución.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
769	Interbank	Interbank	3.2 Stand By Recibidas	g.2 Comisión de gestión de Portes	U				10						A la ejecución.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
770	Interbank	Interbank	3.2 Stand By Recibidas	i. Ingreso de stand by del exterior (cuando el cliente la trae)	E					55					Al ingreso. Cuando el cliente lo trae	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Carta+de+Cr%C3%A9dito+Export+y+Stand+By+Recibidos+PJ.pdf/5e09a8a2-8922-4b60-b5df-e6ab997a9298	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
771	Scotiabank	Scotiabank	3.2 Stand By Recibidas	a. Aviso (Como Cobertura de Exportaciones)	U				65						Por tramite - min. $65.00 eq. S/. 175.50 + Portes US$ 11.00 eq. (S/. 29.70 ) + Swift US$ 22.00 eq. (S/. 59.40 )	http://www.scotiabank.com.pe/	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/078.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
772	Scotiabank	Scotiabank	3.2 Stand By Recibidas	a.1. Por Confirmación	E	0.00375			105						Por año. (Calculo x 90 días) - min. $105.00 eq. S/. 283.50 + Portes US$ 11.00 eq. (S/. 29.70 ) + Swift US$ 22.00 eq. (S/. 59.40 )	http://www.scotiabank.com.pe/	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/078.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
773	Scotiabank	Scotiabank	3.2 Stand By Recibidas	a.2. Por Incremento	E	0.00375			105						Por año. (Calculo x 90 días). Aplica sobre el monto incrementado - min. $105.00 eq. S/. 283.50 mas Comisión de Modificación $40.00 eq. S/. 135.00 + Portes US$ 11.00 eq. (S/. 29.70 ) + Swift US$ 22.00 eq. (S/. 59.40 )  -	http://www.scotiabank.com.pe/	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/078.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
774	Scotiabank	Scotiabank	3.2 Stand By Recibidas	a.3. Por Prórroga/Renovación	E	0.00375			105						Por año. (Calculo x 90 días.) Aplica sobre el plazo prorrogado  - min. $105.00 eq. S/. 283.50 mas Comisión de Modificación $40.00 eq. S/. 135.00 + Portes US$ 11.00 eq. (S/. 29.70 ) + Swift US$ 22.00 eq. (S/. 59.40 )	http://www.scotiabank.com.pe/	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/078.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
